,Restaurant Name,Category,Rating,Price Range,Address,Restaurant Detail Link,District
545,Chicago's, Es Krim,4.13,Di bawah Rp. 50.000 /orang,"Jl. Bunguran No. 45, Pabean Cantian, Surabaya",https://pergikuliner.com/restaurants/surabaya/chicago-s-pabean-cantian,Pabean Cantian
546,D'Nyonya, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Raya Kupang Indah No. 51, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/d-nyonya-dukuh-pakis,Dukuh Pakis
547,Sate Ayam Pak Mat, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Tapak Siring No. 1, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/sate-ayam-pak-mat-tambaksari-2,Tambaksari
548,Cake Boss, Toko Roti dan Kue,4.07,Di bawah Rp. 50.000 /orang,"Jl. Krukah Utara No. 68, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/cake-boss-ngagel,Ngagel
549,Warung Empal Bu Yudi, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Kapas Krampung No. 220, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-empal-bu-yudi-tambaksari,Tambaksari
550,Guri Ramen, Jepang,4.07,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Mulyosari No. 92, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/guri-ramen-mulyorejo,Mulyorejo
551,Hops Kopi, Kafe,4.07,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Sriwijaya No. 25, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/hops-kopi-tegalsari,Tegalsari
552,Feel Matcha, Kafe,4.07,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/feel-matcha-wiyung,Wiyung
553,Depot Pak Burhan, China,4.3,Di bawah Rp. 50.000 /orang,"Jl. Medokan Semampir AWS VII No. 9B, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-pak-burhan-sukolilo,Sukolilo
554,Frut-O Gelato, Es Krim,4.3,Di bawah Rp. 50.000 /orang,"Jl. Kalisari Permai I, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/frut-o-gelato-mulyorejo,Mulyorejo
555,Kue Lumpur Madu, Toko Kue,4.3,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 3A, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kue-lumpur-madu-genteng,Genteng
556,BitterSweet by Najla, Kafe,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/bittersweet-by-najla-sambikerep,Sambikerep
557,Papercup Coffee, Kafe,4.3,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo No. 75, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/papercup-coffee-manyar,Manyar
558,Gong cha, Bubble Tea,4.0,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/gong-cha-wiyung-2,Wiyung
559,Tempura High, Jepang,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/tempura-high-tegalsari,Tegalsari
560,Redback Specialty Coffee, Kafe,4.0,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Raya Darmo Permai Selatan No. 3, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/redback-specialty-coffee-dukuh-pakis,Dukuh Pakis
561,Warung Pak Hasyim, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Barata Jaya (Sebelah Hotel Narita), Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-pak-hasyim-gubeng,Gubeng
562,Solaria,Tandes,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/solaria-tandes,
563,Ayam Bakar Wong Solo, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Grand Banjar Boulevard, Tandes, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-bakar-wong-solo-tandes,Tandes
564,Cipork, China,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/cipork-sambikerep,Sambikerep
565,Es Puter Intisari Pak Bambang,Tegalsari,4.0,Di bawah Rp. 50.000 /orang,"Jl. Kombes Pol. M. Duryat (Depan Dealer Isuzu), Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-puter-intisari-pak-bambang-tegalsari,
566,Madampaf, Toko Kue,4.0,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/madampaf-tegalsari,Tegalsari
567,XieXie Boba, Bubble Tea,4.4,Di bawah Rp. 50.000 /orang,"Jl. Siwalankerto No. 117, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/xiexie-boba-wonocolo,Wonocolo
568,Kopiganes, Kafe,4.0,Di bawah Rp. 50.000 /orang,"Jl. Keputih Tegal Timur II No. 116, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopiganes-sukolilo,Sukolilo
569,Ngastina, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Bawean No. 20, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/ngastina-ngagel,Ngagel
570,Mie Up Ceng, Indonesia,4.07,Di bawah Rp. 50.000 /orang,"Jl. Villa Bukit Mas, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-up-ceng-dukuh-pakis,Dukuh Pakis
571,Semanggi Suroboyo Masjid Al-Akbar, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Pagesangan, Jambangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/semanggi-suroboyo-masjid-al-akbar-jambangan,Jambangan
572,Pocoyo, Waffle,4.2,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/pocoyo-wiyung,Wiyung
573,Narcos, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Jimerto No. 14, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/narcos-genteng,Genteng
574,Bebek Petemon, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Simo Kalangan No. 176, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/bebek-petemon-sukomanunggal,Sukomanunggal
575,Soto Ayam Hartono, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Gunung Sari No. 52, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-ayam-hartono-wonokromo,Wonokromo
576,Mie Baraccung, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Tengger Kandangan Blok 60C No. 1, Pakal, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-baraccung-pakal,Pakal
577,Ichiban Sushi, Jepang,4.07,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ichiban-sushi-mulyorejo,Mulyorejo
578,Martabak Terang Bulan Istimewa Abdul Kadir, Indonesia,4.13,Di bawah Rp. 50.000 /orang,"Jl. Kalasan, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/martabak-terang-bulan-istimewa-abdul-kadir-tambaksari,Tambaksari
579,Co.choc, Kafe,4.3,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai I No. 32, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/co-choc-dukuh-pakis,Dukuh Pakis
580,HEVN, Toko Roti dan Kue,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Simpang Darmo Permai Utara No. 18, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/hevn-sambikerep,Sambikerep
581,Hoksiong Rice & Noodle, China,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Margorejo Indah No. 304D, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/hoksiong-rice-dan-noodle-wonocolo,Wonocolo
582,Seblak Aulia Bandung, Indonesia,4.3,Di bawah Rp. 50.000 /orang,"Jl. Gubeng Airlangga II (Depan Indomaret), Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/seblak-aulia-bandung-gubeng,Gubeng
583,Penyetan Cok, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Kranggan No. 8A, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/penyetan-cok-bubutan,Bubutan
584,Mie Kedondong, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Niaga Gapura, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-kedondong-sambikerep,Sambikerep
585,Keiu Ramen, Jepang,4.0,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 101, Semolowaru, Surabaya",https://pergikuliner.com/restaurants/surabaya/keiu-ramen-semolowaru,Semolowaru
586,Liang Sandwich Bar, Snack,4.0,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/liang-sandwich-bar-tegalsari,Tegalsari
587,Yoshinoya, Jepang,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Rajawali No. 52, Krembangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/yoshinoya-krembangan,Krembangan
588,Xiang Rui Kopitiam, Kafe,4.3,Di bawah Rp. 50.000 /orang,"Jl. Pasar Kembang No. 76, Sawahan, Surabaya",https://pergikuliner.com/restaurants/surabaya/xiang-rui-kopitiam-sawahan,Sawahan
589,Rumah Makan Kipas,Gubeng,4.3,Di bawah Rp. 50.000 /orang,"Jl. Raya Manyar No. 30, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/rumah-makan-kipas-gubeng,
590,The Oak Tree Cafe, Kafe,4.07,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai I No. 75, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/the-oak-tree-cafe-dukuh-pakis,Dukuh Pakis
591,Pangsit Mie Nginden Raya, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Nginden Raya No. 109, Sukolilo, Surabaya",https://pergikuliner.com/restaurants/surabaya/pangsit-mie-nginden-raya-sukolilo,Sukolilo
592,Depo Bebek, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Jelidro Barat No. 104, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/depo-bebek-sambikerep,Sambikerep
593,SBCO - JW Marriott Hotel Surabaya, Toko Roti dan Kue,4.4,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Embong Malang No. 85 - 89, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/sbco-jw-marriott-hotel-surabaya-tegalsari,Tegalsari
594,Frida, Kafe,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dian Istana, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/frida-wiyung,Wiyung
595,Butter King, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Rungkut Madya No. 155, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/butter-king-rungkut,Rungkut
596,Penyetan SS, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Pucang Anom No. 46A, Pucang Sewu, Surabaya",https://pergikuliner.com/restaurants/surabaya/penyetan-ss-pucang-sewu,Pucang Sewu
597,Soto Asaka, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Gunung Sari No. 53 (Area Pom Bensin), Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-asaka-wonokromo,Wonokromo
598,Bakso Super Malang, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Dukuh Kupang Barat I No. 132, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakso-super-malang-dukuh-pakis,Dukuh Pakis
599,Ayam Goreng Asli Kalasan Tirto Martani, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Tenggilis No. 115, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-goreng-asli-kalasan-tirto-martani-tenggilis-mejoyo,Tenggilis Mejoyo
600,Kantin Sumberrassa, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Sarwajala No. 2, Perak, Surabaya",https://pergikuliner.com/restaurants/surabaya/kantin-sumberrassa-perak,Perak
601,Ayam Bakar Pak D, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Ketintang No. 16, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-bakar-pak-d-gayungan,Gayungan
602,99 Juice & Salad,Jambangan,5.0,Di bawah Rp. 50.000 /orang,"Jl. Karah No. 99, Jambangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/99-juice-dan-salad-jambangan,
603,Warung Pecel Mbak Lin, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Karang Menur Timur No. 27, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-pecel-mbak-lin-gubeng,Gubeng
604,Dunia Rujak, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Tama No. 31, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/dunia-rujak-ngagel,Ngagel
605,Waroeng Canting, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Gayungsari Barat No. 39, Gayungan, Surabaya",https://pergikuliner.com/restaurants/surabaya/waroeng-canting-gayungan,Gayungan
606,Sego Sambel Cak Ri, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Gunung Sari No. 82, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/sego-sambel-cak-ri-wonokromo,Wonokromo
607,Sahe Cafe & Resto, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Barata Jaya XIX No. 56, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/sahe-cafe-dan-resto-gubeng,Gubeng
608,Chamas Brazilian Churrascharia - Vasa Hotel, Brasil,5.0,Di atas Rp. 200.000 /orang,"Jl. HR Muhammad No. 31, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/chamas-brazilian-churrascharia-vasa-hotel-dukuh-pakis,Dukuh Pakis
609,Somay 55, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/somay-55-wonokromo,Wonokromo
610,Warung Sumber Barokah, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Kranggan, Bubutan, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-sumber-barokah-bubutan,Bubutan
611,Ronde & Angsle Pak Ndut, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Dukuh Karangan IV, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/ronde-dan-angsle-pak-ndut-wiyung,Wiyung
612,Gepruk Geprek, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Karang Menjangan No. 112, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/gepruk-geprek-gubeng-2,Gubeng
613,Lontong Mie Lontong Lodeh, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Kb. Agung No. 3, Jambangan, Surabaya",https://pergikuliner.com/restaurants/surabaya/lontong-mie-lontong-lodeh-jambangan,Jambangan
614,Dharmawangsa Restaurant - Singgasana Hotel Surabaya," Indonesia, Barat",5.0,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Gunung Sari, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/dharmawangsa-restaurant-singgasana-hotel-surabaya-dukuh-pakis,Dukuh Pakis
615,STMJ Barokah (Bu Sri), Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Menganti Lidah Kulon No. 9, Lakarsantri, Surabaya",https://pergikuliner.com/restaurants/surabaya/stmj-barokah-bu-sri-lakarsantri,Lakarsantri
616,Get Tea, Minuman,5.0,Di bawah Rp. 50.000 /orang,"Jl. Dr. Ir. H. Soekarno No. 479, Rungkut, Surabaya",https://pergikuliner.com/restaurants/surabaya/get-tea-rungkut,Rungkut
617,Chris Pork House,Dukuh Pakis,5.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Mayjend Sungkono No. 87, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/chris-pork-house-dukuh-pakis-2,
618,Kopi Bujend, Kafe,5.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Dharmahusada Utara No. 11, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-bujend-gubeng,Gubeng
619,Donat Bahagia, Kafe,5.0,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/donat-bahagia-sambikerep,Sambikerep
620,Hedon Estate, Barat,5.0,Rp. 100.000 - Rp. 200.000 /orang,"Jl. Ngagel Timur No. 23, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/hedon-estate-ngagel,Ngagel
621,Sate Khas Senayan, Indonesia,5.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/sate-khas-senayan-tegalsari,Tegalsari
622,Ramenchan, Jepang,5.0,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/ramenchan-wiyung,Wiyung
623,Sate Lox Lox Kawan,Wonocolo,5.0,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 73 (Pintu Selatan Maspion Square), Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/sate-lox-lox-kawan-wonocolo,
624,Fit & Sip, Minuman,5.0,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/fit-dan-sip-wiyung,Wiyung
625,Chikuro, Snack,5.0,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/chikuro-wiyung,Wiyung
626,Bakmi PPKM, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Taman Puspa Raya, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/bakmi-ppkm-sambikerep,Sambikerep
627,Roti Kesayangan, Toko Roti,5.0,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/roti-kesayangan-wiyung,Wiyung
628,Ladybee Taiyaki, Snack,5.0,Di bawah Rp. 50.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/ladybee-taiyaki-wonokromo,Wonokromo
629,Doux Butter, Kafe,5.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Mulyosari No. 119, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/doux-butter-mulyorejo,Mulyorejo
630,House of Wok," China,Indonesia",5.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Margorejo Indah No. 97 - 99, Wonocolo, Surabaya",https://pergikuliner.com/restaurants/surabaya/house-of-wok-wonocolo-2,Wonocolo
631,Warung Nasi Pak Min, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Ngagel Wasana I, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/warung-nasi-pak-min-ngagel,Ngagel
632,Soto Daging Cak Mat, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Ploso Baru No. 30, Tambaksari, Surabaya",https://pergikuliner.com/restaurants/surabaya/soto-daging-cak-mat-tambaksari,Tambaksari
633,Lofekofe X Kirei, Kafe,5.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Pucang Anom Timur No. 9, Pucang Sewu, Surabaya",https://pergikuliner.com/restaurants/surabaya/lofekofe-x-kirei-pucang-sewu,Pucang Sewu
634,Mixue," Es Krim,Minuman",5.0,Di bawah Rp. 50.000 /orang,"Jl. Nginden Semolo No. 20, Semolowaru, Surabaya",https://pergikuliner.com/restaurants/surabaya/mixue-semolowaru,Semolowaru
635,Kopi Siippp, Kafe,5.0,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 86I, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-siippp-gubeng,Gubeng
636,Ayam Bakar Pak D, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Kusuma Bangsa No. 102, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/ayam-bakar-pak-d-genteng,Genteng
637,Paradox Cafe, Kafe,5.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Mastrip No. 46G, Karang Pilang, Surabaya",https://pergikuliner.com/restaurants/surabaya/paradox-cafe-karang-pilang,Karang Pilang
638,Mie Babat Jembatan Merah, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Darmo Permai I No. 36, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/mie-babat-jembatan-merah-dukuh-pakis,Dukuh Pakis
639,E&W Burgers, Barat,5.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Internasional, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/e-dan-w-burgers-sambikerep,Sambikerep
640,Distrik Metropolitan, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Bratang Binangun I No. 38, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/distrik-metropolitan-gubeng,Gubeng
641,Tous Les Jours, Toko Roti dan Kue,5.0,Di bawah Rp. 50.000 /orang,"Jl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/tous-les-jours-tegalsari,Tegalsari
642,Istanbul Kebab, Arab/Timur Tengah,5.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Dukuh Kupang No. 34, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/istanbul-kebab-dukuh-pakis,Dukuh Pakis
643,es.teh Indonesia, Minuman,5.0,Di bawah Rp. 50.000 /orang,"Jl. Tenggilis Mejoyo Blok AI No. 33 - 34, Tenggilis Mejoyo, Surabaya",https://pergikuliner.com/restaurants/surabaya/es-teh-indonesia-tenggilis-mejoyo,Tenggilis Mejoyo
644,Yin Taiwan Resto, China,5.0,Di bawah Rp. 50.000 /orang,"Jl. Babatan Pantai No. 2R, Kenjeran, Surabaya",https://pergikuliner.com/restaurants/surabaya/yin-taiwan-resto-kenjeran,Kenjeran
645,Geo Fresh, Kafe,5.0,Di bawah Rp. 50.000 /orang,"Jl. Dharmahusada Indah Barat I No. 3H, Mulyorejo, Surabaya",https://pergikuliner.com/restaurants/surabaya/geo-fresh-mulyorejo,Mulyorejo
646,Skup n Dough," Donat,Es Krim",5.0,Di bawah Rp. 50.000 /orang,"Jl. International Village CI No. 6, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/skup-n-dough-sambikerep,Sambikerep
647,Kopi Jiku, Minuman,5.0,Di bawah Rp. 50.000 /orang,"Jl. Cipunegara No. 48, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/kopi-jiku-wonokromo,Wonokromo
648,Nasgor Tiarbah, Indonesia,5.0,Di bawah Rp. 50.000 /orang,"Jl. Dharmawangsa No. 138, Gubeng, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasgor-tiarbah-gubeng,Gubeng
649,Nasi Goreng 69, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Pemuda No. 27 - 31, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-goreng-69-genteng-2,Genteng
650,Gei Dan Jai, Waffle,4.3,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/gei-dan-jai-wiyung-1,Wiyung
651,Frut-O Gelato, Es Krim,4.07,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/frut-o-gelato-wiyung,Wiyung
652,Misong, Korea,4.07,Di bawah Rp. 50.000 /orang,"Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",https://pergikuliner.com/restaurants/surabaya/misong-wiyung,Wiyung
653,Krave For More, Salad,4.3,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Raya Bukit Darmo Golf Blok R No. 5, Sukomanunggal, Surabaya",https://pergikuliner.com/restaurants/surabaya/krave-for-more-sukomanunggal,Sukomanunggal
654,Depot Hongkong, China,4.1,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Kedungdoro Blok B No. 36 - 46, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/depot-hongkong-tegalsari,Tegalsari
655,Ikan Bakar Panorama, Indonesia,4.0,Di bawah Rp. 50.000 /orang,"Jl. Raya Ngagel No. 15, Ngagel, Surabaya",https://pergikuliner.com/restaurants/surabaya/ikan-bakar-panorama-ngagel,Ngagel
656,Nasi Bebek Goreng Purnama, Indonesia,4.2,Di bawah Rp. 50.000 /orang,"Jl. Dinoyo No. 99, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/nasi-bebek-goreng-purnama-tegalsari,Tegalsari
657,Fajar Restaurant, China,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Manyar Kertoarjo V No. 45 - 47, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/fajar-restaurant-manyar,Manyar
658,Ninety Nine Kitchen," Indonesia,Barat,Italia",4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Basuki Rahmat No. 16 - 18, Tegalsari, Surabaya",https://pergikuliner.com/restaurants/surabaya/ninety-nine-kitchen-tegalsari,Tegalsari
659,Aucafe Specialty Coffee, Kafe,4.2,Di bawah Rp. 50.000 /orang,"Jl. Manyar Kertoarjo III No. 9, Manyar, Surabaya",https://pergikuliner.com/restaurants/surabaya/aucafe-specialty-coffee-manyar,Manyar
660,Marugame Udon, Jepang,4.0,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Jend. A. Yani No. 16 - 18, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/marugame-udon-wonokromo-2,Wonokromo
661,IT Bowl, Hawaii,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Taman Gapura Barat Blok E2 No. 7, Sambikerep, Surabaya",https://pergikuliner.com/restaurants/surabaya/it-bowl-sambikerep,Sambikerep
662,Excelso, Kafe,4.2,Rp. 50.000 - Rp. 100.000 /orang,"Jl. Panglima Sudirman No. 47 - 49, Genteng, Surabaya",https://pergikuliner.com/restaurants/surabaya/excelso-genteng,Genteng
